d1,d2,type
DB00564,DB00957,1
DB00337,DB00544,1
DB00201,DB00996,1
DB00955,DB01416,1
DB06144,DB08918,1
DB00623,DB08918,1
DB00872,DB06237,1
DB01026,DB06290,1
DB01577,DB01623,1
DB00976,DB06209,1
DB00813,DB04884,1
DB00398,DB00997,1
DB00945,DB00983,1
DB00564,DB08903,1
DB00320,DB00477,1
DB00582,DB09073,1
DB00243,DB00444,1
DB00910,DB01211,1
DB00370,DB09042,1
DB00177,DB00633,1
DB00741,DB03793,1
DB00014,DB01016,1
DB00728,DB01035,1
DB00843,DB01267,1
DB00422,DB00590,1
DB00346,DB09048,1
DB00379,DB09068,1
DB00396,DB00559,1
DB00321,DB00653,1
DB00476,DB00503,1
DB06201,DB06335,1
DB00687,DB01377,1
DB00422,DB09042,1
DB00273,DB00321,1
DB00780,DB00865,1
DB00497,DB09065,1
DB00444,DB02703,1
DB01072,DB06237,1
DB00312,DB00543,1
DB00625,DB06290,1
DB00835,DB01173,1
DB00887,DB01120,1
DB00695,DB00813,1
DB06201,DB08815,1
DB00613,DB01016,1
DB00163,DB00328,1
DB00241,DB06704,1
DB00490,DB01233,1
DB00474,DB00956,1
DB00196,DB09073,1
DB01114,DB09272,1
DB01242,DB09242,1
DB00678,DB08912,1
DB00476,DB00542,1
DB00363,DB00370,1
DB00390,DB06696,1
DB00531,DB08895,1
DB06594,DB09118,1
DB00188,DB01241,1
DB00508,DB00656,1
DB00564,DB09288,1
DB00642,DB00788,1
DB01624,DB09034,1
DB00465,DB09211,1
DB00752,DB01182,1
DB00440,DB09214,1
DB01098,DB04855,1
DB00802,DB04831,1
DB00285,DB06695,1
DB00601,DB01463,1
DB00991,DB01395,1
DB01142,DB01233,1
DB00294,DB00672,1
DB01058,DB09073,1
DB00619,DB08873,1
DB00938,DB09118,1
DB00334,DB00422,1
DB00252,DB00675,1
DB00860,DB01656,1
DB00468,DB00678,1
DB00541,DB08865,1
DB01150,DB01418,1
DB00201,DB06704,1
DB01072,DB09101,1
DB00519,DB06196,1
DB00176,DB09211,1
DB01263,DB06176,1
DB00297,DB01210,1
DB01590,DB08893,1
DB00273,DB01144,1
DB00195,DB09083,1
DB06717,DB09048,1
DB01403,DB08918,1
DB00204,DB00207,1
DB00252,DB04841,1
DB01234,DB09065,1
DB00261,DB00266,1
DB00104,DB00207,1
DB01168,DB01614,1
DB01024,DB01053,1
DB08873,DB09054,1
DB01174,DB08820,1
DB00996,DB01164,1
DB00759,DB01053,1
DB00502,DB00656,1
DB00224,DB00969,1
DB01201,DB09049,1
DB04839,DB08933,1
DB01076,DB04905,1
DB01072,DB04845,1
DB00559,DB09068,1
DB00241,DB01074,1
DB00341,DB01403,1
DB06413,DB09048,1
DB00187,DB00211,1
DB00218,DB00658,1
DB00687,DB01097,1
DB00985,DB09072,1
DB00273,DB09117,1
DB00276,DB01097,1
DB00813,DB01234,1
DB01319,DB09049,1
DB01120,DB06203,1
DB04868,DB08907,1
DB00503,DB00683,1
DB00285,DB00749,1
DB00723,DB01364,1
DB00722,DB00945,1
DB00862,DB04871,1
DB04842,DB06700,1
DB00214,DB00333,1
DB00682,DB00833,1
DB00798,DB01600,1
DB00282,DB00398,1
DB01263,DB09030,1
DB00224,DB06237,1
DB01083,DB09118,1
DB00672,DB00752,1
DB00736,DB01166,1
DB00446,DB00898,1
DB00317,DB02703,1
DB00425,DB00490,1
DB00543,DB01618,1
DB01026,DB09071,1
DB00297,DB01193,1
DB00331,DB01234,1
DB00834,DB06335,1
DB00312,DB08883,1
DB00492,DB01119,1
DB00780,DB04924,1
DB00691,DB00780,1
DB01403,DB04946,1
DB00318,DB00482,1
DB00898,DB08827,1
DB00220,DB01016,1
DB00613,DB01062,1
DB01026,DB09262,1
DB01067,DB01120,1
DB00985,DB09034,1
DB00734,DB00903,1
DB06723,DB08931,1
DB00387,DB01075,1
DB00452,DB00803,1
DB00436,DB00956,1
DB00216,DB01149,1
DB00413,DB00899,1
DB01224,DB01579,1
DB00300,DB00328,1
DB01118,DB09049,1
DB00974,DB09030,1
DB00595,DB01377,1
DB00897,DB01026,1
DB05521,DB06684,1
DB00320,DB00933,1
DB00458,DB09241,1
DB00224,DB01590,1
DB04861,DB04871,1
DB00628,DB01173,1
DB00559,DB01095,1
DB06290,DB08932,1
DB00682,DB06684,1
DB00586,DB01356,1
DB01062,DB06148,1
DB00363,DB09272,1
DB01114,DB09065,1
DB00338,DB01320,1
DB00266,DB08860,1
DB00780,DB01224,1
DB00314,DB00728,1
DB00476,DB00553,1
DB00753,DB00898,1
DB00682,DB08912,1
DB00304,DB01251,1
DB00382,DB00623,1
DB00694,DB01656,1
DB00484,DB00906,1
DB01377,DB01416,1
DB00227,DB01254,1
DB00573,DB00700,1
DB00363,DB01068,1
DB00608,DB09104,1
DB00461,DB00465,1
DB04905,DB06212,1
DB00697,DB01171,1
DB00602,DB01418,1
DB00501,DB01656,1
DB00502,DB00865,1
DB00163,DB00465,1
DB01072,DB08882,1
DB00582,DB01591,1
DB01214,DB09220,1
DB01104,DB01238,1
DB00977,DB01418,1
DB00370,DB09241,1
DB00196,DB06684,1
DB00163,DB04896,1
DB00206,DB00998,1
DB00760,DB01032,1
DB00250,DB01609,1
DB00295,DB00425,1
DB00289,DB00907,1
DB00472,DB04272,1
DB09034,DB09063,1
DB00307,DB00949,1
DB00193,DB01224,1
DB01062,DB09290,1
DB01244,DB01397,1
DB01296,DB09068,1
DB00732,DB00919,1
DB00657,DB01082,1
DB00938,DB09063,1
DB00393,DB00468,1
DB00294,DB00834,1
DB01357,DB08907,1
DB00450,DB00477,1
DB00912,DB01124,1
DB00220,DB00938,1
DB00280,DB00673,1
DB00159,DB00712,1
DB00625,DB01115,1
DB01045,DB06616,1
DB00390,DB01244,1
DB00387,DB01148,1
DB00690,DB00834,1
DB00237,DB01136,1
DB09039,DB09073,1
DB00301,DB00759,1
DB01214,DB08877,1
DB00341,DB09290,1
DB00541,DB01263,1
DB00497,DB09073,1
DB00395,DB08933,1
DB01339,DB01627,1
DB00829,DB01083,1
DB00988,DB09273,1
DB00742,DB01235,1
DB00220,DB04938,1
DB00363,DB01247,1
DB00104,DB00968,1
DB00393,DB00418,1
DB00204,DB01211,1
DB00696,DB03880,1
DB06626,DB09119,1
DB00367,DB00648,1
DB01254,DB08918,1
DB00313,DB01083,1
DB00401,DB01263,1
DB00268,DB00333,1
DB09063,DB09166,1
DB01112,DB01377,1
DB00391,DB00524,1
DB00988,DB01407,1
DB00359,DB00586,1
DB00245,DB09290,1
DB00498,DB01254,1
DB00758,DB01296,1
DB00344,DB05812,1
DB00623,DB00952,1
DB00333,DB04831,1
DB00862,DB01029,1
DB00215,DB08881,1
DB01254,DB05239,1
DB00204,DB00889,1
DB01222,DB09104,1
DB00370,DB00402,1
DB00728,DB01627,1
DB00706,DB01263,1
DB00734,DB01016,1
DB06695,DB06730,1
DB00720,DB00919,1
DB00181,DB01224,1
DB00180,DB09048,1
DB00502,DB01009,1
DB00393,DB01351,1
DB01221,DB06201,1
DB00588,DB00598,1
DB01036,DB09048,1
DB00363,DB05812,1
DB00912,DB01234,1
DB00501,DB01118,1
DB00014,DB04953,1
DB01601,DB09101,1
DB00014,DB04844,1
DB00418,DB00823,1
DB00625,DB01211,1
DB00186,DB00924,1
DB00370,DB01247,1
DB00422,DB00875,1
DB00964,DB01367,1
DB08873,DB09049,1
DB00215,DB00904,1
DB00475,DB06201,1
DB01220,DB09065,1
DB00657,DB00808,1
DB00700,DB09477,1
DB09076,DB09555,1
DB00014,DB00674,1
DB00806,DB00968,1
DB01024,DB01129,1
DB01215,DB09063,1
DB00408,DB09117,1
DB00653,DB01100,1
DB00657,DB00781,1
DB01114,DB09271,1
DB00648,DB06287,1
DB00409,DB04844,1
DB00374,DB00472,1
DB00421,DB01395,1
DB00244,DB00927,1
DB06290,DB06480,1
DB06589,DB06724,1
DB00653,DB01106,1
DB00180,DB00619,1
DB00350,DB09282,1
DB00540,DB09076,1
DB00307,DB01036,1
DB00215,DB00976,1
DB00933,DB01255,1
DB00765,DB00829,1
DB00252,DB06589,1
DB01590,DB09063,1
DB00451,DB09221,1
DB00706,DB08912,1
DB00202,DB00921,1
DB05521,DB09075,1
DB00712,DB01032,1
DB00610,DB01620,1
DB00418,DB01054,1
DB00877,DB09118,1
DB06207,DB06290,1
DB01076,DB01263,1
DB00381,DB06717,1
DB00872,DB01058,1
DB00213,DB00951,1
DB00615,DB04835,1
DB00316,DB00935,1
DB00193,DB01267,1
DB00446,DB04908,1
DB00734,DB01356,1
DB00497,DB02703,1
DB06709,DB09271,1
DB00648,DB00706,1
DB00091,DB01026,1
DB00264,DB00715,1
DB00458,DB00677,1
DB00412,DB02901,1
DB00268,DB00752,1
DB00599,DB01621,1
DB00338,DB01576,1
DB00199,DB00956,1
DB00321,DB00366,1
DB00582,DB09074,1
DB01119,DB04920,1
DB00268,DB01233,1
DB00321,DB01247,1
DB00415,DB00595,1
DB01355,DB06292,1
DB00393,DB00728,1
DB00468,DB00728,1
DB01100,DB01232,1
DB00997,DB04871,1
DB00285,DB09042,1
DB00273,DB01238,1
DB00408,DB06288,1
DB00850,DB01238,1
DB00661,DB01229,1
DB00238,DB01156,1
DB01097,DB09278,1
DB00346,DB00925,1
DB00423,DB00486,1
DB00530,DB00682,1
DB00237,DB01197,1
DB00373,DB00503,1
DB00454,DB00889,1
DB00889,DB01367,1
DB01021,DB01120,1
DB00653,DB00884,1
DB00831,DB01151,1
DB00475,DB00559,1
DB00421,DB09242,1
DB00241,DB09112,1
DB00370,DB06201,1
DB00312,DB09477,1
DB00872,DB01200,1
DB00208,DB01166,1
DB00363,DB01201,1
DB00732,DB00843,1
DB00794,DB01151,1
DB00363,DB06684,1
DB00465,DB00479,1
DB00951,DB01390,1
DB00524,DB01551,1
DB00433,DB08883,1
DB00209,DB00387,1
DB00215,DB01356,1
DB01254,DB09054,1
DB00370,DB09071,1
DB00332,DB06704,1
DB01074,DB01339,1
DB00320,DB00391,1
DB05245,DB09268,1
DB00932,DB00997,1
DB00333,DB06717,1
DB00277,DB04574,1
DB04272,DB08887,1
DB00648,DB00962,1
DB00687,DB00976,1
DB00325,DB01143,1
DB00780,DB04884,1
DB01026,DB08916,1
DB00327,DB04831,1
DB00182,DB00211,1
DB00450,DB01236,1
DB00006,DB00396,1
DB00673,DB00773,1
DB00246,DB00952,1
DB00496,DB01409,1
DB01133,DB01377,1
DB01203,DB06218,1
DB00393,DB04884,1
DB00196,DB08881,1
DB00350,DB01354,1
DB00388,DB06704,1
DB00682,DB01602,1
DB01247,DB01267,1
DB00263,DB00884,1
DB00997,DB06697,1
DB00209,DB00391,1
DB01264,DB04835,1
DB00425,DB00623,1
DB00857,DB04844,1
DB00976,DB08816,1
DB00474,DB00921,1
DB00555,DB06148,1
DB00178,DB01392,1
DB00214,DB01399,1
DB00199,DB08820,1
DB00854,DB01041,1
DB00433,DB01021,1
DB00927,DB01066,1
DB00214,DB01609,1
DB01236,DB01364,1
DB00912,DB00959,1
DB00449,DB00938,1
DB00950,DB01167,1
DB01114,DB09072,1
DB01195,DB01264,1
DB05521,DB09054,1
DB00390,DB00732,1
DB00783,DB00956,1
DB00202,DB00798,1
DB00268,DB04953,1
DB01623,DB06684,1
DB06695,DB09053,1
DB00695,DB03615,1
DB01198,DB06717,1
DB00571,DB00708,1
DB01242,DB06148,1
DB00277,DB00834,1
DB00418,DB01023,1
DB00831,DB01233,1
DB00653,DB06817,1
DB00434,DB00715,1
DB00595,DB00657,1
DB00918,DB01614,1
DB00853,DB00864,1
DB00762,DB09078,1
DB00501,DB00528,1
DB01367,DB06706,1
DB00455,DB09117,1
DB00935,DB01274,1
DB03619,DB09030,1
DB00273,DB00831,1
DB00813,DB01149,1
DB00367,DB09065,1
DB00554,DB00682,1
DB00203,DB06414,1
DB00307,DB00502,1
DB00677,DB01142,1
DB01353,DB04920,1
DB00625,DB01601,1
DB01151,DB05271,1
DB00705,DB01320,1
DB00395,DB00653,1
DB00366,DB00690,1
DB00316,DB00528,1
DB00433,DB00780,1
DB00484,DB00678,1
DB00307,DB00595,1
DB00764,DB09063,1
DB01264,DB06414,1
DB00582,DB00653,1
DB01041,DB01142,1
DB00182,DB01390,1
DB01234,DB01254,1
DB00983,DB06413,1
DB00502,DB00956,1
DB00227,DB01394,1
DB00682,DB00783,1
DB01026,DB01074,1
DB00252,DB00311,1
DB00540,DB00904,1
DB00166,DB00331,1
DB00723,DB06707,1
DB00700,DB01354,1
DB00300,DB00479,1
DB01021,DB01222,1
DB00967,DB06148,1
DB00317,DB00794,1
DB00498,DB01395,1
DB00381,DB00834,1
DB00726,DB00816,1
DB00281,DB01254,1
DB01165,DB01377,1
DB00393,DB11126,1
DB00121,DB00607,1
DB00461,DB06695,1
DB00503,DB00555,1
DB00682,DB04855,1
DB01100,DB01319,1
DB00951,DB01045,1
DB01124,DB01590,1
DB00713,DB09268,1
DB01200,DB01224,1
DB00391,DB00967,1
DB00668,DB04876,1
DB00182,DB01174,1
DB01047,DB01609,1
DB00674,DB08895,1
DB00215,DB01167,1
DB00266,DB00833,1
DB00950,DB01232,1
DB01418,DB01604,1
DB01124,DB08439,1
DB00252,DB06228,1
DB00653,DB01162,1
DB00465,DB00684,1
DB00468,DB09128,1
DB00513,DB00755,1
DB00668,DB01367,1
DB01038,DB01168,1
DB00686,DB00758,1
DB00607,DB01024,1
DB01072,DB08439,1
DB00224,DB01259,1
DB00486,DB04953,1
DB00972,DB04946,1
DB00188,DB01623,1
DB00557,DB00956,1
DB00361,DB06717,1
DB00318,DB00458,1
DB00498,DB01088,1
DB04908,DB09065,1
DB00991,DB09211,1
DB00482,DB00790,1
DB00343,DB00864,1
DB00196,DB00661,1
DB01193,DB01255,1
DB00611,DB01114,1
DB00434,DB09272,1
DB00377,DB06204,1
DB00199,DB01232,1
DB00315,DB00408,1
DB01319,DB06414,1
DB00333,DB06767,1
DB01174,DB01234,1
DB00603,DB01264,1
DB01072,DB06290,1
DB00214,DB01015,1
DB09048,DB09401,1
DB01232,DB01264,1
DB00731,DB01208,1
DB06711,DB09080,1
DB00877,DB01340,1
DB00420,DB00458,1
DB00697,DB01197,1
DB01255,DB01618,1
DB00214,DB01259,1
DB00258,DB01255,1
DB00364,DB06410,1
DB01224,DB08897,1
DB00898,DB00996,1
DB00484,DB01193,1
DB06290,DB08931,1
DB00540,DB00677,1
DB00715,DB09300,1
DB00734,DB01113,1
DB00390,DB00482,1
DB00258,DB00996,1
DB00996,DB01201,1
DB00264,DB00390,1
DB01190,DB01575,1
DB00333,DB01071,1
DB00437,DB00881,1
DB00508,DB01579,1
DB00788,DB04272,1
DB00341,DB01409,1
DB00687,DB05521,1
DB00404,DB08883,1
DB01590,DB04905,1
DB00698,DB01032,1
DB00745,DB01064,1
DB00327,DB01247,1
DB00652,DB00999,1
DB00679,DB01577,1
DB00715,DB01233,1
DB00708,DB01247,1
DB00176,DB00206,1
DB06616,DB08912,1
DB00452,DB00720,1
DB00705,DB06616,1
DB01021,DB01036,1
DB00679,DB01149,1
DB00476,DB00796,1
DB00605,DB01609,1
DB00842,DB09117,1
DB00804,DB09271,1
DB00476,DB00686,1
DB00208,DB01221,1
DB00252,DB00448,1
DB01275,DB01354,1
DB00537,DB09280,1
DB00368,DB00588,1
DB01018,DB01263,1
DB00270,DB00476,1
DB01158,DB01355,1
DB01234,DB01259,1
DB00921,DB00985,1
DB01201,DB05812,1
DB00331,DB01203,1
DB00595,DB09322,1
DB00470,DB06690,1
DB00295,DB01247,1
DB01124,DB04839,1
DB01009,DB01418,1
DB00682,DB09256,1
DB04835,DB08899,1
DB00486,DB00875,1
DB00752,DB00899,1
DB01614,DB09274,1
DB01072,DB08827,1
DB00176,DB01174,1
DB00543,DB01623,1
DB00690,DB02703,1
DB00196,DB06717,1
DB00726,DB00921,1
DB00997,DB01097,1
DB00732,DB01010,1
DB00470,DB00804,1
DB00915,DB01156,1
DB01319,DB06287,1
DB00486,DB00690,1
DB06212,DB08873,1
DB00748,DB01017,1
DB00557,DB00831,1
DB00969,DB01263,1
DB00215,DB06603,1
DB00484,DB09220,1
DB01403,DB08883,1
DB01200,DB01233,1
DB00196,DB00203,1
DB00675,DB01242,1
DB01208,DB09038,1
DB01275,DB01600,1
DB00390,DB06684,1
DB00199,DB00393,1
