d1,d2,type
DB00224,DB08815,1
DB00761,DB01624,1
DB00705,DB08864,1
DB00916,DB09256,1
DB00875,DB01253,1
DB00794,DB01142,1
DB00230,DB00370,1
DB00531,DB00864,1
DB01394,DB09039,1
DB00220,DB00700,1
DB00294,DB00307,1
DB00104,DB06697,1
DB00573,DB01032,1
DB00199,DB04908,1
DB00349,DB01392,1
DB00343,DB01203,1
DB00715,DB09072,1
DB00884,DB01174,1
DB00418,DB09072,1
DB00224,DB01194,1
DB00486,DB01595,1
DB00182,DB00844,1
DB00206,DB00215,1
DB00373,DB01392,1
DB00804,DB06148,1
DB00321,DB06701,1
DB00657,DB01353,1
DB00880,DB00921,1
DB01142,DB03880,1
DB00864,DB01124,1
DB00204,DB00334,1
DB00476,DB00780,1
DB06616,DB09291,1
DB00720,DB06696,1
DB01357,DB09119,1
DB00484,DB08822,1
DB00363,DB09118,1
DB00615,DB01095,1
DB00557,DB00921,1
DB00337,DB04572,1
DB01072,DB09063,1
DB00726,DB09076,1
DB08899,DB09039,1
DB00187,DB00734,1
DB00484,DB00903,1
DB01021,DB01403,1
DB00204,DB00622,1
DB00159,DB00304,1
DB00860,DB06335,1
DB00263,DB00559,1
DB00661,DB00677,1
DB00478,DB00752,1
DB00199,DB00528,1
DB00479,DB00766,1
DB00673,DB00949,1
DB00391,DB06684,1
DB00503,DB00564,1
DB00230,DB00691,1
DB00780,DB01214,1
DB00307,DB00317,1
DB00904,DB09097,1
DB00461,DB04865,1
DB00601,DB06153,1
DB00752,DB01274,1
DB00765,DB04946,1
DB00295,DB09076,1
DB00250,DB00499,1
DB00715,DB00818,1
DB00104,DB00489,1
DB01609,DB04951,1
DB00191,DB00875,1
DB00780,DB01560,1
DB00182,DB00752,1
DB09075,DB09079,1
DB00486,DB08883,1
DB00582,DB00653,1
DB00318,DB00752,1
DB00182,DB00819,1
DB01026,DB09039,1
DB00697,DB01007,1
DB00502,DB04924,1
DB00264,DB01355,1
DB00333,DB00363,1
DB00559,DB01224,1
DB00615,DB08934,1
DB04855,DB06290,1
DB06605,DB08918,1
DB01026,DB08916,1
DB00615,DB01427,1
DB01463,DB06684,1
DB01142,DB09271,1
DB00790,DB01395,1
DB00806,DB00903,1
DB00622,DB01162,1
DB00465,DB01172,1
DB00575,DB00661,1
DB00420,DB00752,1
DB01418,DB01603,1
DB00486,DB00899,1
DB00468,DB06480,1
DB00682,DB00736,1
DB00749,DB09214,1
DB01053,DB01082,1
DB00474,DB06706,1
DB00264,DB00672,1
DB00497,DB00559,1
DB00177,DB01356,1
DB00474,DB00726,1
DB01234,DB06616,1
DB00674,DB03128,1
DB00530,DB00559,1
DB00457,DB00794,1
DB00883,DB01355,1
DB00446,DB01120,1
DB00220,DB00980,1
DB00237,DB00612,1
DB00358,DB09075,1
DB00436,DB00752,1
DB00215,DB09053,1
DB00651,DB00938,1
DB06287,DB08907,1
DB00564,DB01234,1
DB00687,DB00981,1
DB00214,DB01354,1
DB06204,DB09042,1
DB01263,DB01418,1
DB00908,DB01100,1
DB00790,DB00820,1
DB00470,DB00865,1
DB00601,DB00865,1
DB00418,DB01201,1
DB01232,DB06287,1
DB00686,DB06695,1
DB01403,DB08883,1
DB00601,DB06701,1
DB00285,DB01247,1
DB00199,DB01181,1
DB00472,DB00686,1
DB00349,DB06201,1
DB01026,DB01254,1
DB00126,DB06723,1
DB08887,DB09053,1
DB00014,DB06616,1
DB00668,DB01367,1
DB00258,DB00555,1
DB00502,DB00715,1
DB00704,DB00708,1
DB01174,DB08864,1
DB00695,DB01355,1
DB02703,DB06603,1
DB00843,DB01178,1
DB01118,DB01193,1
DB00691,DB06287,1
DB00193,DB00924,1
DB00622,DB01182,1
DB00615,DB00648,1
DB00196,DB00554,1
DB00349,DB00997,1
DB01072,DB06626,1
DB00703,DB01195,1
DB00396,DB01007,1
DB00672,DB01403,1
DB00864,DB06335,1
DB00361,DB09054,1
DB00969,DB01232,1
DB00934,DB01278,1
DB00204,DB00834,1
DB00458,DB00734,1
DB00457,DB01244,1
DB00289,DB01247,1
DB00470,DB00628,1
DB00648,DB06626,1
DB00468,DB01340,1
DB00759,DB01609,1
DB00238,DB01026,1
DB01201,DB09071,1
DB01238,DB08865,1
DB00315,DB01624,1
DB00501,DB01238,1
DB00501,DB00530,1
DB00452,DB00461,1
DB00700,DB01355,1
DB00681,DB00684,1
DB00328,DB09285,1
DB01418,DB08816,1
DB00159,DB00443,1
DB01017,DB01558,1
DB00176,DB01623,1
DB00390,DB01014,1
DB01118,DB01601,1
DB00412,DB00912,1
DB00569,DB06789,1
DB00514,DB04842,1
DB00294,DB01355,1
DB00181,DB01403,1
DB00458,DB00486,1
DB00695,DB01392,1
DB00304,DB08907,1
DB00588,DB01149,1
DB00266,DB00833,1
DB00176,DB08794,1
DB01174,DB08930,1
DB01168,DB09209,1
DB00420,DB09128,1
DB00368,DB01407,1
DB00498,DB09053,1
DB00831,DB00972,1
DB08860,DB08880,1
DB00582,DB00736,1
DB00813,DB00889,1
DB00266,DB08860,1
DB00482,DB01418,1
DB00384,DB00881,1
DB00959,DB01174,1
DB00949,DB01174,1
DB00014,DB01124,1
DB00625,DB01104,1
DB01579,DB06711,1
DB00820,DB00932,1
DB00215,DB00564,1
DB00245,DB00391,1
DB01238,DB01577,1
DB00924,DB01618,1
DB00202,DB00611,1
DB00908,DB09083,1
DB04911,DB06335,1
DB00554,DB00642,1
DB00682,DB00754,1
DB00606,DB00708,1
DB00563,DB00861,1
DB00653,DB01351,1
DB00220,DB00582,1
DB00277,DB06711,1
DB00450,DB01320,1
DB01178,DB01356,1
DB01076,DB02701,1
DB00959,DB01208,1
DB00559,DB01264,1
DB01063,DB01367,1
DB00536,DB09271,1
DB00635,DB00912,1
DB08860,DB09064,1
DB00346,DB00436,1
DB01076,DB01118,1
DB00490,DB01233,1
DB00748,DB09290,1
DB00384,DB00476,1
DB00561,DB00780,1
DB00904,DB00998,1
DB00321,DB09117,1
DB00472,DB04946,1
DB00637,DB01149,1
DB00512,DB00712,1
DB00238,DB08930,1
DB00561,DB00935,1
DB00422,DB01063,1
DB00938,DB01211,1
DB00344,DB01178,1
DB00582,DB09065,1
DB00460,DB06290,1
DB01406,DB08907,1
DB06824,DB11110,1
DB00648,DB09071,1
DB00390,DB01611,1
DB00863,DB01066,1
DB00436,DB00921,1
DB01018,DB01254,1
DB01058,DB01201,1
DB00784,DB00806,1
DB01037,DB01235,1
DB00489,DB00834,1
DB00865,DB08912,1
DB04946,DB09065,1
DB00980,DB05812,1
DB05109,DB06290,1
DB00715,DB03619,1
DB00671,DB00684,1
DB01613,DB06237,1
DB00899,DB01173,1
DB00695,DB00780,1
DB00682,DB01128,1
DB00449,DB01253,1
DB00421,DB00899,1
DB00708,DB04861,1
DB01104,DB01264,1
DB00814,DB09214,1
DB04839,DB04876,1
DB00264,DB00363,1
DB00468,DB09026,1
DB00975,DB00997,1
DB01364,DB09273,1
DB01340,DB01592,1
DB00962,DB08899,1
DB00213,DB08864,1
DB00216,DB08933,1
DB00327,DB00653,1
DB00415,DB00595,1
DB00413,DB00697,1
DB01232,DB05109,1
DB00768,DB05271,1
DB00687,DB01397,1
DB00266,DB01097,1
DB00203,DB06717,1
DB00813,DB04855,1
DB00204,DB00594,1
DB00450,DB09118,1
DB01149,DB09123,1
DB00908,DB01232,1
DB00921,DB09072,1
DB00337,DB01072,1
DB00501,DB01182,1
DB01220,DB04855,1
DB00623,DB01151,1
DB00196,DB00309,1
DB00559,DB00593,1
DB00224,DB00834,1
DB00215,DB00946,1
DB01238,DB08873,1
DB00575,DB05271,1
DB04861,DB06603,1
DB00909,DB01043,1
DB00641,DB09054,1
DB00444,DB00872,1
DB00985,DB01017,1
DB06799,DB09104,1
DB00397,DB01620,1
DB00388,DB00601,1
DB01340,DB08907,1
DB01045,DB01120,1
DB00938,DB01072,1
DB00503,DB03880,1
DB00559,DB09570,1
DB00907,DB01071,1
DB00784,DB01082,1
DB06290,DB08827,1
DB00620,DB08907,1
DB00204,DB00433,1
DB00872,DB01229,1
DB00607,DB04908,1
DB01166,DB01241,1
DB00808,DB00898,1
DB00422,DB00571,1
DB01023,DB09282,1
DB00208,DB00956,1
DB00635,DB00732,1
DB00437,DB00584,1
DB00557,DB04908,1
DB00425,DB01192,1
DB00796,DB01353,1
DB00569,DB00712,1
DB00422,DB01247,1
DB00673,DB00683,1
DB00334,DB04844,1
DB01576,DB01618,1
DB00472,DB00569,1
DB01397,DB04825,1
DB00565,DB00687,1
DB00726,DB09241,1
DB00754,DB08883,1
DB00258,DB01043,1
DB00250,DB01020,1
DB00397,DB00983,1
DB00484,DB01558,1
DB01591,DB02703,1
DB00312,DB00358,1
DB00413,DB00921,1
DB00182,DB01151,1
DB00208,DB00932,1
DB00104,DB05294,1
DB00877,DB08895,1
DB00747,DB00921,1
DB00601,DB00850,1
DB00470,DB09065,1
DB00408,DB00653,1
DB00266,DB00468,1
DB00687,DB05521,1
DB00524,DB00708,1
DB00502,DB09073,1
DB01095,DB01136,1
DB01143,DB01275,1
DB00482,DB01275,1
DB00163,DB00749,1
DB00450,DB00794,1
DB00559,DB01076,1
DB00396,DB01394,1
DB01320,DB01595,1
DB08976,DB09211,1
DB00850,DB08893,1
DB00990,DB01609,1
DB00557,DB09128,1
DB00166,DB00331,1
DB00585,DB06616,1
DB00490,DB01463,1
DB00688,DB00916,1
DB00559,DB00906,1
DB00690,DB01232,1
DB00528,DB09054,1
DB00761,DB00979,1
DB00397,DB00470,1
DB00193,DB00472,1
DB01127,DB01418,1
DB00325,DB00528,1
DB00976,DB04884,1
DB01354,DB06706,1
DB00368,DB00668,1
DB00476,DB00678,1
DB00373,DB00457,1
DB00598,DB06218,1
DB00476,DB00703,1
DB00458,DB09290,1
DB00215,DB09118,1
DB00195,DB00411,1
DB00814,DB04272,1
DB00916,DB01418,1
DB00656,DB06717,1
DB01200,DB02901,1
DB00813,DB01233,1
DB00946,DB01551,1
DB00177,DB00275,1
DB00176,DB01100,1
DB00605,DB01609,1
DB00754,DB01403,1
DB01215,DB09065,1
DB06216,DB08883,1
DB04855,DB08912,1
DB00557,DB06698,1
DB00311,DB00945,1
DB01244,DB01397,1
DB06695,DB08820,1
DB00237,DB01224,1
DB00871,DB00988,1
DB00417,DB00688,1
DB00612,DB01614,1
DB00163,DB01083,1
DB00945,DB01120,1
DB00465,DB00605,1
DB00488,DB00752,1
DB00337,DB08868,1
DB08868,DB09063,1
DB00543,DB09242,1
DB00884,DB06723,1
DB01577,DB09080,1
DB00237,DB06292,1
DB00196,DB00762,1
DB00267,DB01418,1
DB00834,DB08882,1
DB00673,DB02703,1
DB00679,DB09042,1
DB00409,DB01104,1
DB01407,DB06706,1
DB00367,DB01609,1
DB00860,DB09063,1
DB00213,DB01104,1
DB00263,DB01627,1
DB00601,DB08918,1
DB01041,DB08895,1
DB00652,DB01017,1
DB00295,DB00413,1
DB00773,DB01117,1
DB00213,DB04868,1
DB00686,DB01104,1
DB00541,DB00661,1
DB00682,DB00773,1
DB01118,DB01609,1
DB05239,DB09073,1
DB00295,DB06153,1
DB00414,DB00436,1
DB00418,DB00540,1
DB00484,DB06216,1
DB00834,DB01623,1
DB00834,DB06207,1
DB00273,DB01144,1
DB00209,DB09076,1
DB06290,DB08916,1
DB00290,DB08895,1
DB00723,DB06706,1
DB00199,DB09268,1
DB00176,DB00767,1
DB00421,DB08907,1
DB00700,DB00820,1
DB01320,DB01590,1
DB00243,DB00745,1
DB01072,DB08873,1
DB00335,DB06218,1
DB00178,DB01119,1
DB00252,DB01181,1
DB00433,DB00898,1
DB00285,DB01367,1
DB00268,DB00312,1
DB08820,DB09039,1
DB00425,DB00490,1
DB00224,DB00872,1
DB00334,DB00476,1
DB00176,DB00374,1
DB00794,DB09401,1
DB00186,DB09555,1
DB00454,DB00752,1
DB00484,DB01224,1
DB00332,DB01224,1
DB00657,DB00795,1
DB00688,DB06636,1
DB00136,DB01406,1
DB00307,DB06207,1
DB00690,DB06204,1
DB00315,DB00623,1
DB01068,DB01223,1
DB00976,DB06684,1
DB08911,DB08912,1
DB00404,DB09117,1
DB00472,DB06704,1
DB00391,DB09068,1
DB04876,DB06287,1
DB00182,DB01377,1
DB00790,DB00794,1
DB00813,DB06204,1
DB00988,DB01064,1
DB00569,DB01294,1
DB00752,DB00997,1
DB01189,DB09072,1
DB00752,DB01359,1
DB01001,DB01021,1
DB00237,DB04825,1
DB00570,DB00834,1
DB00976,DB06212,1
DB00227,DB09054,1
DB00351,DB00569,1
DB00490,DB02703,1
DB00512,DB00749,1
DB00418,DB01158,1
DB00648,DB05676,1
DB00502,DB00674,1
DB00582,DB04884,1
DB01621,DB09073,1
DB00872,DB05521,1
DB01026,DB09026,1
DB00181,DB00413,1
DB01211,DB06695,1
DB00277,DB01320,1
DB00248,DB01463,1
DB00924,DB01239,1
DB00193,DB09068,1
DB01104,DB01151,1
DB00612,DB00708,1
DB00601,DB00656,1
DB00457,DB01427,1
DB00458,DB01104,1
DB00459,DB00898,1
DB00321,DB08893,1
DB01174,DB08934,1
DB00493,DB03615,1
DB00321,DB00382,1
DB01041,DB01236,1
DB01045,DB01224,1
DB00448,DB01232,1
DB01050,DB06228,1
DB08811,DB09072,1
DB00814,DB06605,1
DB00909,DB06290,1
DB00921,DB01202,1
DB00237,DB00881,1
DB00232,DB00295,1
DB00269,DB01201,1
DB00350,DB09220,1
DB06153,DB09034,1
DB00263,DB01244,1
DB00121,DB00713,1
DB00484,DB05271,1
DB00393,DB00734,1
DB00220,DB09039,1
DB00395,DB00557,1
DB00277,DB00489,1
DB00195,DB00312,1
DB04272,DB04896,1
DB00742,DB01082,1
DB00433,DB00765,1
DB00521,DB01115,1
DB01193,DB01577,1
DB00374,DB00957,1
DB00762,DB00834,1
DB00450,DB08918,1
DB00220,DB00969,1
DB01351,DB01403,1
DB00679,DB01173,1
DB00582,DB06636,1
DB00780,DB00782,1
DB01198,DB09118,1
DB00420,DB01037,1
DB00370,DB01198,1
DB00484,DB01029,1
DB00470,DB01176,1
DB01100,DB08912,1
DB01254,DB04845,1
DB00450,DB00474,1
DB00310,DB00652,1
DB00498,DB00975,1
DB01201,DB09048,1
DB00457,DB00590,1
DB00937,DB01367,1
DB00619,DB01234,1
DB01036,DB09118,1
DB00370,DB08880,1
DB00242,DB00363,1
DB00615,DB01351,1
DB00642,DB04817,1
DB01072,DB08918,1
DB00216,DB01167,1
DB00333,DB00425,1
DB00443,DB01016,1
DB00425,DB01026,1
DB00295,DB00819,1
DB00450,DB01173,1
DB00960,DB00961,1
DB01050,DB01207,1
DB00186,DB01392,1
DB00862,DB01149,1
DB00484,DB00612,1
DB00408,DB00998,1
DB01023,DB01609,1
DB00285,DB00420,1
DB01082,DB01163,1
DB00170,DB00755,1
DB00956,DB09054,1
DB00176,DB00758,1
DB00601,DB00816,1
DB00588,DB01407,1
DB00540,DB06148,1
DB00395,DB06204,1
DB08918,DB09241,1
DB00201,DB09214,1
DB00254,DB06724,1
DB01017,DB01198,1
DB01045,DB09079,1
DB00384,DB08822,1
DB01294,DB06813,1
DB00612,DB08895,1
DB00338,DB06616,1
DB08907,DB09009,1
DB00196,DB00496,1
DB00808,DB00912,1
DB00628,DB01319,1
DB00641,DB06717,1
DB00564,DB09073,1
DB00196,DB04825,1
DB01224,DB09271,1
DB00619,DB01174,1
DB00491,DB00780,1
DB00460,DB01118,1
DB00295,DB00887,1
DB00388,DB00961,1
DB00384,DB00678,1
DB00661,DB01181,1
DB00207,DB01030,1
DB00384,DB00956,1
DB00366,DB00418,1
DB00530,DB01609,1
DB01097,DB06813,1
DB00159,DB00977,1
DB00499,DB09048,1
DB00252,DB01041,1
DB00452,DB00788,1
DB00468,DB01030,1
DB00752,DB01618,1
DB00468,DB00651,1
DB00496,DB06702,1
DB00312,DB01020,1
DB00477,DB00653,1
DB00611,DB01614,1
DB00091,DB04908,1
DB00307,DB05521,1
DB00136,DB00307,1
DB00564,DB08903,1
DB00232,DB01392,1
DB01110,DB01418,1
DB00865,DB01364,1
DB00475,DB00715,1
DB00356,DB00370,1
DB00474,DB04841,1
DB00104,DB06603,1
DB00213,DB08933,1
DB00490,DB06204,1
DB00484,DB01219,1
DB00470,DB06701,1
DB00337,DB01263,1
DB00294,DB00974,1
DB00912,DB01015,1
DB01018,DB09282,1
DB00204,DB00270,1
DB00865,DB06288,1
DB00519,DB04884,1
DB00378,DB01418,1
DB00503,DB01238,1
DB09048,DB09073,1
DB00285,DB01551,1
DB00682,DB01072,1
DB00204,DB00381,1
DB00834,DB00949,1
DB00468,DB01275,1
DB00450,DB08893,1
DB00734,DB01142,1
DB00679,DB00908,1
DB00014,DB00908,1
DB00177,DB00712,1
DB01115,DB01359,1
DB00514,DB09068,1
DB00311,DB06204,1
DB01234,DB05039,1
DB00613,DB01609,1
DB00687,DB00977,1
DB00277,DB01193,1
DB06216,DB06288,1
DB00477,DB00898,1
DB00437,DB00672,1
DB00408,DB09072,1
DB00622,DB09220,1
DB00475,DB01041,1
DB01291,DB06711,1
DB00321,DB01175,1
DB00266,DB00396,1
DB00346,DB01203,1
DB00621,DB00839,1
DB00625,DB01181,1
DB00446,DB01016,1
DB01268,DB06589,1
DB00450,DB01075,1
DB00521,DB09220,1
DB00384,DB00482,1
DB00503,DB00620,1
DB00215,DB00818,1
DB01264,DB04876,1
DB00908,DB06717,1
DB01251,DB06825,1
DB04868,DB09143,1
DB00213,DB00501,1
DB00215,DB01232,1
DB00500,DB00798,1
DB00501,DB00682,1
DB05039,DB06704,1
DB01320,DB01553,1
DB00202,DB00781,1
DB00409,DB08918,1
DB00648,DB00661,1
DB00333,DB00477,1
DB00503,DB09262,1
DB01351,DB06204,1
DB00588,DB00780,1
DB01264,DB06203,1
DB00252,DB00773,1
DB00672,DB00999,1
DB00656,DB01621,1
DB01590,DB09291,1
DB00333,DB04831,1
DB00949,DB06290,1
DB00252,DB00898,1
DB00726,DB06704,1
DB00363,DB01409,1
DB00243,DB00444,1
DB00605,DB01207,1
DB00682,DB04839,1
DB00972,DB04953,1
DB00796,DB09220,1
DB00950,DB01409,1
DB01175,DB06695,1
DB00615,DB00956,1
DB00195,DB00374,1
DB00497,DB00903,1
DB00908,DB09054,1
DB01045,DB06176,1
DB00565,DB01627,1
DB00266,DB00977,1
DB01247,DB09290,1
DB00802,DB00903,1
DB00295,DB00318,1
DB01174,DB06626,1
DB01320,DB09256,1
DB00700,DB01026,1
DB00508,DB00540,1
DB00554,DB01172,1
DB00244,DB01129,1
DB00413,DB00575,1
DB00484,DB00850,1
DB00440,DB00678,1
DB00458,DB06201,1
DB00586,DB09026,1
DB01030,DB04817,1
DB00246,DB00834,1
DB00423,DB00425,1
DB00595,DB11126,1
DB00318,DB00501,1
DB00393,DB08816,1
DB00422,DB01624,1
DB00307,DB00496,1
DB00484,DB00747,1
DB00418,DB00653,1
DB00475,DB08933,1
DB00214,DB00991,1
DB01353,DB06706,1
DB00181,DB08883,1
DB00184,DB01351,1
DB00673,DB00864,1
DB00780,DB00912,1
DB00622,DB00780,1
DB01267,DB09117,1
DB00875,DB00918,1
DB01069,DB01264,1
DB00569,DB00823,1
DB01149,DB06684,1
DB00619,DB08912,1
DB00425,DB09048,1
DB00482,DB04865,1
DB00136,DB00635,1
DB01320,DB01544,1
DB00270,DB00325,1
DB00332,DB01069,1
DB00343,DB01158,1
DB00748,DB06201,1
DB00242,DB08895,1
DB00273,DB00808,1
DB00382,DB01106,1
DB00280,DB02703,1
DB00337,DB00755,1
DB00335,DB08868,1
DB00653,DB01339,1
DB00437,DB09104,1
DB01215,DB09034,1
DB00482,DB01082,1
DB01232,DB09291,1
DB00869,DB01144,1
DB01026,DB01418,1
DB00765,DB09118,1
DB00540,DB00831,1
DB00903,DB08882,1
DB00635,DB01124,1
DB00541,DB00976,1
DB00839,DB01045,1
DB00508,DB00752,1
DB00952,DB04842,1
DB06603,DB09065,1
DB00582,DB00696,1
DB00956,DB08873,1
DB00731,DB06290,1
DB00220,DB01100,1
DB00204,DB06603,1
DB00035,DB06684,1
DB00708,DB00834,1
DB01008,DB01181,1
DB00285,DB08794,1
DB01229,DB04817,1
DB08899,DB09034,1
DB00615,DB01656,1
DB00153,DB06723,1
DB00619,DB06636,1
DB00872,DB05109,1
DB00343,DB00575,1
DB00227,DB01118,1
DB00492,DB06196,1
DB00696,DB06290,1
DB00661,DB00675,1
DB00816,DB00907,1
DB00813,DB01320,1
DB00723,DB00961,1
DB00559,DB01238,1
DB00334,DB00921,1
DB00238,DB01167,1
DB00615,DB09068,1
DB00188,DB01087,1
DB00449,DB01242,1
DB00252,DB01594,1
DB00091,DB06207,1
DB01176,DB05271,1
DB01203,DB04905,1
DB00196,DB01254,1
DB01119,DB06335,1
DB00366,DB01215,1
DB00418,DB00524,1
DB00461,DB01275,1
DB01032,DB01603,1
DB00841,DB01223,1
DB00335,DB06709,1
DB00199,DB09073,1
DB00273,DB00370,1
DB00273,DB01176,1
DB00281,DB01203,1
DB00199,DB04825,1
DB00427,DB01560,1
DB00208,DB01182,1
DB00295,DB01151,1
DB00486,DB00962,1
DB00541,DB01097,1
DB00502,DB09118,1
DB00252,DB00834,1
DB01193,DB09282,1
DB00307,DB05812,1
DB00909,DB09034,1
DB00945,DB01407,1
DB00368,DB06706,1
DB00206,DB00806,1
DB00282,DB00338,1
DB01178,DB08918,1
DB00468,DB00675,1
DB00653,DB00768,1
DB00569,DB06206,1
DB01238,DB01247,1
DB00006,DB00266,1
DB00794,DB05294,1
DB00653,DB01054,1
DB00945,DB09220,1
DB00176,DB06706,1
DB01263,DB04825,1
DB00203,DB00564,1
DB00823,DB00912,1
DB00337,DB00443,1
DB00199,DB05109,1
DB00333,DB01594,1
DB00925,DB01392,1
DB00529,DB01172,1
DB00715,DB01242,1
DB00794,DB01242,1
DB00672,DB01142,1
DB00540,DB05812,1
DB01190,DB01339,1
DB00451,DB00564,1
DB00243,DB08916,1
DB00413,DB00854,1
DB00476,DB01614,1
DB00321,DB00991,1
DB00476,DB01193,1
DB00325,DB00343,1
DB00774,DB00844,1
DB00280,DB08820,1
DB00564,DB01247,1
DB01118,DB06414,1
DB00252,DB00820,1
DB01197,DB09065,1
DB00216,DB00872,1
DB00844,DB09034,1
DB01224,DB09272,1
DB00216,DB01233,1
DB00972,DB09128,1
DB01015,DB01016,1
DB00607,DB00653,1
DB00318,DB04868,1
DB00413,DB01242,1
DB00176,DB00490,1
DB00204,DB00808,1
DB00602,DB09280,1
DB00860,DB03793,1
DB00186,DB00753,1
DB00470,DB00834,1
DB00996,DB06723,1
DB00312,DB00571,1
DB01036,DB01254,1
DB00275,DB00346,1
DB00489,DB01119,1
DB00358,DB09048,1
DB00220,DB00802,1
DB00620,DB01021,1
DB00997,DB01320,1
DB01097,DB01280,1
DB00390,DB01394,1
DB00302,DB00717,1
DB00683,DB08820,1
DB00938,DB01288,1
DB01026,DB09101,1
DB01623,DB08881,1
DB00422,DB00601,1
DB00285,DB00673,1
DB00211,DB00668,1
DB01026,DB01030,1
DB01365,DB09009,1
DB01184,DB09054,1
DB00393,DB00622,1
DB01038,DB04844,1
DB00091,DB01050,1
DB00458,DB00697,1
DB01174,DB09123,1
DB00598,DB09242,1
