d1,d2,type
DB00193,DB00377,1
DB00181,DB00962,1
DB00472,DB00697,1
DB00301,DB00798,1
DB00741,DB05521,1
DB00191,DB00206,1
DB00366,DB09128,1
DB00273,DB01623,1
DB01238,DB01560,1
DB00503,DB00608,1
DB00557,DB00734,1
DB00373,DB00715,1
DB00237,DB00703,1
DB00500,DB04272,1
DB01248,DB08912,1
DB00601,DB04896,1
DB00814,DB01356,1
DB01255,DB09042,1
DB00530,DB00863,1
DB00482,DB06826,1
DB00238,DB00367,1
DB00564,DB00741,1
DB00734,DB00966,1
DB01156,DB01367,1
DB00382,DB00433,1
DB00321,DB05039,1
DB00332,DB01064,1
DB04908,DB06290,1
DB00816,DB01577,1
DB00166,DB01067,1
DB00243,DB00396,1
DB00736,DB01263,1
DB00802,DB05271,1
DB00346,DB00427,1
DB01067,DB01124,1
DB00682,DB01147,1
DB00584,DB00820,1
DB00461,DB04272,1
DB00215,DB00346,1
DB00220,DB00317,1
DB00608,DB01058,1
DB00477,DB09083,1
DB08815,DB08882,1
DB00501,DB09027,1
DB00207,DB09027,1
DB01012,DB09039,1
DB01220,DB09268,1
DB00398,DB01167,1
DB00862,DB01026,1
DB00177,DB00752,1
DB00615,DB01244,1
DB00960,DB01143,1
DB01171,DB01463,1
DB00761,DB00875,1
DB00343,DB00393,1
DB01232,DB09039,1
DB00237,DB01115,1
DB00956,DB05271,1
DB01229,DB06717,1
DB00503,DB09063,1
DB00816,DB01203,1
DB00177,DB00312,1
DB00692,DB00820,1
DB01220,DB09065,1
DB00450,DB09083,1
DB00924,DB04842,1
DB00269,DB00615,1
DB01017,DB09071,1
DB00206,DB01359,1
DB00834,DB09048,1
DB00765,DB08883,1
DB00458,DB08883,1
DB04884,DB09477,1
DB00237,DB00310,1
DB00295,DB00606,1
DB01238,DB08882,1
DB00366,DB00402,1
DB01036,DB06148,1
DB01224,DB09073,1
DB00470,DB01558,1
DB00363,DB09068,1
DB00474,DB00957,1
DB01242,DB01463,1
DB00834,DB00912,1
DB00258,DB04841,1
DB01097,DB01222,1
DB01624,DB06684,1
DB00181,DB01176,1
DB00408,DB00425,1
DB01142,DB08893,1
DB01263,DB08932,1
DB00422,DB00966,1
DB01183,DB06800,1
DB00997,DB08893,1
DB01149,DB01624,1
DB01264,DB04855,1
DB00997,DB01097,1
DB00450,DB09271,1
DB00191,DB00933,1
DB00436,DB00956,1
DB00972,DB01075,1
DB00227,DB01241,1
DB00413,DB00708,1
DB00204,DB09054,1
DB00304,DB01251,1
DB00450,DB00490,1
DB01067,DB08907,1
DB00626,DB00803,1
DB00661,DB00820,1
DB00498,DB09075,1
DB00277,DB00475,1
DB00341,DB00921,1
DB00541,DB08893,1
DB00307,DB00404,1
DB00359,DB00470,1
DB00382,DB01380,1
DB00762,DB05521,1
DB00181,DB04908,1
DB00215,DB00765,1
DB00176,DB01151,1
DB00294,DB00672,1
DB00220,DB00682,1
DB06206,DB09123,1
DB00322,DB00731,1
DB00674,DB09063,1
DB00623,DB00726,1
DB00273,DB06702,1
DB00909,DB09118,1
DB01613,DB08931,1
DB00833,DB00919,1
DB01037,DB01393,1
DB00974,DB01050,1
DB00318,DB00502,1
DB00898,DB01273,1
DB00313,DB06211,1
DB00921,DB01168,1
DB01064,DB01288,1
DB00571,DB09027,1
DB00502,DB00784,1
DB00237,DB01173,1
DB00273,DB00376,1
DB00379,DB00924,1
DB00720,DB00736,1
DB00313,DB01083,1
DB04868,DB05521,1
DB00622,DB00925,1
DB00498,DB00975,1
DB00502,DB00669,1
DB00334,DB00726,1
DB00808,DB01235,1
DB00331,DB01264,1
DB00590,DB02703,1
DB00409,DB00934,1
DB00672,DB06203,1
DB01149,DB01218,1
DB00501,DB01115,1
DB01166,DB08865,1
DB00224,DB09166,1
DB00605,DB06605,1
DB00321,DB00814,1
DB00377,DB00714,1
DB00557,DB00834,1
DB00425,DB00906,1
DB00603,DB01264,1
DB00301,DB01172,1
DB04884,DB06204,1
DB01126,DB08873,1
DB01098,DB04855,1
DB00875,DB09076,1
DB00608,DB06717,1
DB00275,DB01235,1
DB01143,DB01203,1
DB00671,DB00684,1
DB00214,DB00327,1
DB00401,DB00476,1
DB00877,DB00976,1
DB01100,DB01200,1
DB00500,DB00686,1
DB00563,DB00788,1
DB00263,DB01427,1
DB00204,DB00999,1
DB00243,DB00390,1
DB01026,DB01238,1
DB00774,DB00921,1
DB00752,DB06335,1
DB06287,DB09477,1
DB00715,DB06144,1
DB01063,DB06700,1
DB00196,DB00773,1
DB00006,DB01609,1
DB00214,DB03615,1
DB00201,DB00266,1
DB00387,DB00436,1
DB00424,DB09104,1
DB00358,DB00908,1
DB00898,DB01579,1
DB01097,DB01206,1
DB01158,DB01235,1
DB00450,DB00652,1
DB01104,DB04884,1
DB01621,DB06723,1
DB00420,DB09034,1
DB00869,DB01144,1
DB00297,DB00612,1
DB01268,DB09073,1
DB00588,DB01211,1
DB00502,DB01037,1
DB01032,DB01602,1
DB01268,DB08912,1
DB00862,DB01136,1
DB00956,DB09272,1
DB00937,DB01407,1
DB00211,DB00320,1
DB00237,DB06201,1
DB00906,DB01609,1
DB00196,DB01129,1
DB00819,DB01043,1
DB00758,DB01296,1
DB00300,DB00900,1
DB00991,DB01082,1
DB01394,DB09277,1
DB01151,DB06288,1
DB00312,DB00957,1
DB00927,DB06589,1
DB00248,DB00767,1
DB00402,DB08883,1
DB00834,DB01238,1
DB00927,DB01112,1
DB01577,DB06723,1
DB04842,DB09042,1
DB00331,DB06791,1
DB00414,DB00741,1
DB01418,DB01603,1
DB00014,DB00871,1
DB06335,DB09048,1
DB00804,DB01278,1
DB00277,DB00349,1
DB00237,DB00622,1
DB00314,DB00803,1
DB00307,DB00343,1
DB01232,DB04855,1
DB00672,DB00783,1
DB01618,DB06700,1
DB00193,DB00904,1
DB00273,DB00434,1
DB00186,DB05271,1
DB00997,DB01232,1
DB00717,DB08912,1
DB00452,DB00630,1
DB01149,DB08877,1
DB00312,DB00470,1
DB09271,DB09555,1
DB00524,DB00611,1
DB00367,DB00932,1
DB00934,DB08883,1
DB00946,DB01551,1
DB01244,DB11093,1
DB00877,DB01016,1
DB00435,DB09112,1
DB00539,DB01232,1
DB00321,DB00784,1
DB00557,DB00962,1
DB00176,DB09330,1
DB00295,DB00703,1
DB01590,DB09053,1
DB01211,DB09053,1
DB01254,DB04845,1
DB00934,DB01624,1
DB00269,DB00860,1
DB01063,DB01233,1
DB00657,DB00794,1
DB01224,DB09117,1
DB09039,DB09073,1
DB00622,DB06290,1
DB01061,DB01082,1
DB01175,DB09073,1
DB00186,DB00753,1
DB00813,DB00880,1
DB00237,DB00367,1
DB00554,DB00834,1
DB00307,DB01211,1
DB00794,DB01214,1
DB00555,DB01045,1
DB00379,DB00945,1
DB00193,DB00450,1
DB01124,DB08912,1
DB00742,DB01143,1
DB00186,DB00231,1
DB00933,DB01367,1
DB00091,DB01393,1
DB04908,DB06589,1
DB00454,DB01320,1
DB01238,DB08883,1
DB00765,DB01618,1
DB00972,DB08910,1
DB00763,DB04817,1
DB00273,DB00875,1
DB00607,DB06290,1
DB00554,DB00798,1
DB00321,DB01120,1
DB01253,DB08820,1
DB00176,DB00758,1
DB00422,DB01320,1
DB01176,DB09072,1
DB00503,DB04946,1
DB00615,DB08815,1
DB00270,DB00872,1
DB00620,DB01609,1
DB00530,DB00682,1
DB01624,DB04844,1
DB00401,DB00559,1
DB00537,DB09083,1
DB00934,DB01021,1
DB00889,DB01168,1
DB00176,DB01264,1
DB00813,DB06204,1
DB01021,DB06335,1
DB00422,DB06704,1
DB00282,DB00712,1
DB00215,DB01137,1
DB01017,DB08872,1
DB01253,DB01463,1
DB01012,DB06702,1
DB00470,DB00967,1
DB00648,DB00912,1
DB00349,DB00366,1
DB06210,DB06290,1
DB04868,DB08912,1
DB00458,DB06204,1
DB00834,DB01229,1
DB00232,DB04876,1
DB01168,DB06706,1
DB00909,DB06204,1
DB00691,DB01592,1
DB00180,DB09330,1
DB00492,DB01261,1
DB00752,DB06153,1
DB00834,DB01198,1
DB00300,DB06696,1
DB00420,DB04871,1
DB01319,DB09128,1
DB01069,DB09042,1
DB00213,DB00252,1
DB00176,DB08880,1
DB00956,DB06414,1
DB00450,DB00818,1
DB00285,DB00573,1
DB01197,DB01592,1
DB00502,DB06684,1
DB00315,DB01224,1
DB00633,DB00752,1
DB00327,DB01560,1
DB00408,DB00938,1
DB00181,DB00748,1
DB00945,DB06663,1
DB08883,DB09555,1
DB00819,DB01579,1
DB00465,DB00790,1
DB00421,DB01355,1
DB00909,DB01041,1
DB00273,DB00486,1
DB00374,DB09123,1
DB00181,DB00327,1
DB00136,DB00872,1
DB01222,DB06636,1
DB00397,DB01364,1
DB00418,DB00700,1
DB01050,DB01203,1
DB00530,DB09048,1
DB00688,DB00864,1
DB01024,DB08895,1
DB00293,DB00650,1
DB00530,DB09065,1
DB00731,DB01208,1
DB06207,DB08873,1
DB00169,DB01238,1
DB00264,DB00333,1
DB01041,DB01238,1
DB00338,DB08912,1
DB00409,DB00696,1
DB00366,DB06204,1
DB01197,DB01356,1
DB00477,DB01577,1
DB00622,DB00625,1
DB00653,DB01427,1
DB00199,DB01427,1
DB00252,DB01041,1
DB00214,DB01380,1
DB01201,DB01624,1
DB05521,DB06207,1
DB00294,DB00331,1
DB00604,DB09083,1
DB00814,DB00946,1
DB00921,DB01320,1
DB00268,DB00949,1
DB01024,DB01602,1
DB00415,DB00437,1
DB01171,DB06148,1
DB00014,DB00949,1
DB00461,DB06605,1
DB00486,DB01189,1
DB00881,DB01395,1
DB01560,DB06767,1
DB00422,DB00691,1
DB00865,DB08912,1
DB00187,DB00674,1
DB00770,DB00862,1
DB00766,DB06696,1
DB00363,DB00653,1
DB01319,DB09049,1
DB01017,DB01337,1
DB00014,DB01356,1
DB01407,DB06701,1
DB01128,DB08827,1
DB01173,DB08897,1
DB00819,DB01390,1
DB00816,DB06704,1
DB06824,DB11093,1
DB00398,DB01248,1
DB01320,DB04855,1
DB00584,DB01143,1
DB01019,DB01203,1
DB00503,DB08906,1
DB05521,DB08933,1
DB00470,DB00780,1
DB00498,DB00957,1
DB01267,DB09068,1
DB00280,DB09271,1
DB00343,DB00864,1
DB00842,DB09034,1
DB04272,DB06700,1
DB00908,DB01142,1
DB01254,DB08976,1
DB00368,DB01291,1
DB00484,DB00966,1
DB00479,DB00695,1
DB01609,DB08931,1
DB09118,DB09128,1
DB00477,DB09034,1
DB01577,DB06288,1
DB00484,DB00752,1
DB06282,DB09076,1
DB01263,DB08881,1
DB00215,DB00220,1
DB00366,DB00502,1
DB00490,DB00752,1
DB00294,DB01353,1
DB00231,DB08883,1
DB00309,DB01211,1
DB00408,DB00953,1
DB00425,DB01026,1
DB01167,DB06605,1
DB01254,DB06789,1
DB01218,DB08873,1
DB00285,DB01618,1
DB00440,DB00691,1
DB06700,DB09211,1
DB00415,DB01418,1
DB01248,DB08895,1
DB00997,DB04871,1
DB01165,DB09083,1
DB00425,DB01018,1
DB00784,DB06826,1
DB00300,DB00787,1
DB01193,DB01551,1
DB01320,DB09071,1
DB00227,DB00252,1
DB00672,DB00726,1
DB00316,DB01254,1
DB00393,DB00908,1
DB00224,DB01222,1
DB00921,DB01174,1
DB00418,DB00586,1
DB00204,DB01069,1
DB01045,DB08867,1
DB06218,DB06663,1
DB01072,DB01076,1
DB00409,DB04844,1
DB00295,DB01175,1
DB00624,DB01418,1
DB00668,DB00830,1
DB00565,DB01356,1
DB00216,DB08873,1
DB00737,DB01560,1
DB00554,DB09026,1
DB00582,DB08827,1
DB00246,DB00669,1
DB00925,DB01143,1
DB00726,DB01463,1
DB01024,DB09320,1
DB00425,DB00980,1
DB00567,DB11248,1
DB01076,DB01241,1
DB00254,DB01053,1
DB00737,DB08893,1
DB00370,DB09128,1
DB00732,DB00908,1
DB00266,DB01399,1
DB01264,DB06684,1
DB00850,DB06700,1
DB00374,DB01029,1
DB00780,DB06144,1
DB00635,DB01021,1
DB00091,DB00607,1
DB00582,DB04855,1
DB00794,DB09038,1
DB00648,DB09118,1
DB00222,DB00635,1
DB00196,DB04841,1
DB00563,DB04817,1
DB00433,DB06201,1
DB01104,DB01238,1
DB00206,DB08883,1
DB00343,DB00780,1
DB00708,DB08895,1
DB00159,DB00266,1
DB01124,DB01264,1
DB06153,DB09072,1
DB00564,DB05812,1
DB00396,DB00661,1
DB01171,DB01623,1
DB00436,DB00611,1
DB00208,DB00420,1
DB00997,DB01151,1
DB00679,DB01238,1
DB01233,DB01247,1
DB01095,DB01394,1
DB00859,DB06724,1
DB00213,DB01601,1
DB00402,DB08820,1
DB00363,DB04844,1
DB00401,DB09220,1
DB00316,DB00951,1
DB00206,DB00486,1
DB00752,DB00819,1
DB00214,DB00691,1
DB01197,DB09220,1
DB00175,DB06723,1
DB00949,DB01017,1
DB01234,DB08912,1
DB00482,DB00682,1
DB00494,DB06204,1
DB00818,DB01173,1
DB00268,DB01198,1
DB00182,DB01267,1
DB00387,DB00981,1
DB00277,DB00648,1
DB00499,DB00834,1
DB00402,DB06204,1
DB00409,DB06700,1
DB00250,DB01045,1
DB00310,DB00921,1
DB00204,DB00674,1
DB01164,DB08826,1
DB00604,DB00898,1
DB00484,DB05271,1
DB01072,DB08815,1
DB01076,DB01100,1
DB00762,DB01254,1
DB01223,DB05039,1
DB00220,DB00307,1
DB00880,DB01114,1
DB00502,DB06819,1
DB00493,DB00919,1
DB08912,DB09054,1
DB00921,DB00950,1
DB00104,DB00780,1
DB04855,DB06335,1
DB00557,DB01355,1
DB01264,DB08931,1
DB00014,DB00398,1
DB00222,DB00252,1
DB00734,DB01193,1
DB00196,DB00907,1
DB01151,DB06290,1
DB00938,DB01064,1
DB00320,DB00477,1
DB00871,DB06698,1
DB09119,DB09291,1
DB00450,DB09076,1
DB00433,DB09034,1
DB00697,DB00863,1
DB00496,DB00559,1
DB01022,DB01083,1
DB00404,DB09054,1
DB01201,DB09123,1
DB00333,DB00653,1
DB01041,DB04841,1
DB00425,DB02703,1
DB00503,DB08877,1
DB00222,DB00367,1
DB04938,DB09065,1
DB00976,DB01256,1
DB00273,DB00950,1
DB00177,DB00903,1
DB00484,DB00748,1
DB00752,DB09026,1
DB00806,DB01104,1
DB00524,DB00790,1
DB00726,DB00734,1
DB01284,DB01595,1
DB00976,DB08881,1
DB00443,DB08895,1
DB00252,DB00916,1
DB00216,DB00503,1
DB00379,DB00472,1
DB01211,DB09128,1
DB00417,DB00798,1
DB00974,DB01418,1
DB00391,DB04871,1
DB01012,DB09048,1
DB00750,DB01174,1
DB00014,DB01320,1
DB00696,DB01100,1
DB00295,DB01201,1
DB00490,DB01026,1
DB00245,DB00470,1
DB00199,DB00203,1
DB00321,DB00839,1
DB00232,DB00273,1
DB00307,DB06605,1
DB00325,DB01244,1
DB00819,DB00852,1
DB06663,DB08877,1
DB00834,DB01012,1
DB00864,DB08899,1
DB00927,DB01072,1
DB00266,DB01009,1
DB01119,DB01120,1
DB00408,DB00450,1
DB00635,DB03793,1
DB00202,DB00611,1
DB00695,DB01551,1
DB00262,DB00337,1
DB00182,DB08824,1
DB00289,DB00715,1
DB00472,DB00564,1
DB00972,DB06282,1
DB00104,DB00207,1
DB01174,DB06401,1
DB00957,DB06203,1
DB00266,DB00823,1
DB00334,DB00414,1
DB08873,DB09083,1
DB01009,DB06228,1
DB01023,DB01235,1
DB00300,DB01009,1
DB06723,DB08930,1
DB00750,DB00883,1
DB00641,DB01393,1
DB00307,DB00745,1
DB00814,DB01208,1
DB00726,DB01156,1
DB01624,DB06288,1
DB00794,DB06589,1
DB00794,DB06701,1
DB01167,DB08877,1
DB01111,DB01337,1
DB00390,DB00443,1
DB00384,DB00691,1
DB00268,DB01069,1
DB01048,DB01319,1
DB00163,DB00476,1
DB00414,DB00839,1
DB00648,DB01254,1
DB00470,DB00593,1
DB05812,DB06616,1
DB00496,DB01182,1
DB00555,DB01397,1
DB01072,DB06335,1
DB00899,DB01403,1
DB06335,DB09054,1
DB00215,DB00243,1
DB00177,DB00381,1
DB00900,DB01004,1
DB04905,DB09075,1
DB00321,DB00961,1
DB00484,DB00492,1
DB01263,DB09071,1
DB04865,DB06605,1
DB00374,DB00457,1
DB00912,DB01045,1
DB00903,DB06696,1
DB00214,DB01259,1
DB00150,DB00715,1
DB00254,DB01163,1
DB00955,DB01330,1
DB00490,DB06204,1
DB00181,DB00875,1
DB00346,DB01167,1
DB00956,DB04844,1
DB00295,DB01151,1
DB00344,DB00831,1
DB01254,DB01600,1
DB01224,DB09042,1
DB00302,DB00603,1
DB08907,DB09123,1
DB00258,DB01054,1
DB00204,DB00622,1
DB04953,DB06201,1
DB01203,DB01235,1
DB01623,DB08880,1
DB00269,DB01583,1
DB01181,DB01232,1
DB00960,DB09063,1
DB00266,DB00945,1
DB00881,DB01355,1
DB00555,DB00607,1
DB00540,DB00889,1
DB01026,DB08896,1
DB00201,DB06711,1
DB00293,DB00363,1
DB00237,DB00661,1
DB00241,DB00312,1
DB00669,DB00780,1
DB00288,DB09063,1
DB00872,DB09063,1
DB06717,DB09083,1
DB00270,DB00625,1
DB00908,DB09048,1
DB00193,DB00248,1
DB00705,DB06237,1
DB01167,DB08899,1
DB00569,DB09070,1
DB00601,DB01156,1
DB00974,DB06441,1
DB00622,DB00679,1
DB00961,DB04861,1
DB00531,DB00808,1
DB00715,DB08872,1
DB00673,DB01590,1
DB00264,DB00390,1
DB00569,DB03619,1
DB01144,DB01576,1
DB01354,DB01395,1
DB00484,DB00692,1
DB00327,DB00819,1
DB00486,DB01069,1
DB01367,DB01393,1
DB00623,DB01253,1
DB00741,DB00951,1
DB05521,DB06684,1
DB00014,DB00983,1
DB00498,DB08816,1
DB00404,DB00677,1
DB00582,DB00706,1
DB00201,DB01021,1
DB00443,DB00732,1
DB00282,DB00482,1
DB00373,DB08976,1
DB01012,DB09068,1
DB00266,DB00783,1
DB00391,DB09068,1
DB00673,DB08933,1
DB00384,DB00820,1
DB00387,DB01591,1
DB00903,DB00921,1
DB00765,DB06153,1
DB00653,DB01018,1
DB00121,DB09268,1
DB05521,DB08906,1
DB01062,DB01149,1
DB00415,DB00595,1
DB01017,DB01621,1
DB00555,DB00976,1
DB00962,DB09034,1
DB00285,DB00374,1
DB01021,DB09477,1
DB00209,DB08897,1
DB00391,DB06480,1
DB01082,DB01147,1
DB00384,DB01392,1
DB00346,DB00401,1
DB00224,DB06589,1
DB00252,DB00700,1
DB00503,DB00559,1
DB00486,DB09128,1
DB00233,DB00563,1
DB00343,DB00615,1
DB00653,DB01176,1
DB00844,DB00887,1
DB00615,DB08899,1
DB00327,DB00972,1
DB01211,DB09075,1
DB00349,DB00715,1
DB00186,DB01114,1
DB01045,DB04908,1
DB00657,DB01581,1
DB00424,DB06724,1
DB00657,DB00752,1
DB00486,DB00835,1
DB00678,DB01235,1
DB00625,DB08903,1
DB00788,DB09211,1
DB00563,DB01602,1
DB00737,DB04924,1
DB00231,DB01403,1
DB06290,DB09143,1
DB00220,DB00635,1
DB00243,DB01254,1
DB00479,DB00607,1
DB00319,DB06696,1
DB00176,DB01175,1
DB00468,DB06708,1
DB00601,DB00964,1
DB00269,DB01380,1
DB01288,DB09290,1
DB00285,DB00328,1
DB01254,DB06603,1
DB00959,DB09220,1
DB00684,DB00720,1
DB00780,DB01367,1
DB00181,DB00829,1
DB00199,DB01222,1
DB00206,DB00612,1
DB00269,DB01223,1
DB00682,DB01602,1
DB00309,DB08895,1
DB00422,DB00692,1
DB00653,DB06817,1
DB00366,DB01278,1
DB00686,DB09075,1
DB00530,DB01174,1
DB01377,DB08934,1
DB00277,DB00744,1
DB06636,DB09143,1
DB00519,DB00945,1
DB00178,DB00237,1
DB00433,DB01200,1
DB00309,DB00582,1
DB00220,DB00414,1
DB00182,DB00405,1
DB00661,DB01319,1
DB00563,DB01605,1
DB00333,DB00524,1
DB00582,DB00996,1
DB01263,DB06605,1
DB00653,DB01114,1
DB00484,DB00831,1
DB00674,DB09083,1
DB00246,DB04844,1
DB00686,DB00991,1
DB00865,DB01364,1
DB00458,DB01239,1
DB01355,DB06292,1
DB00180,DB01167,1
DB01119,DB06335,1
DB00220,DB04938,1
DB00307,DB00909,1
DB00425,DB09054,1
DB06210,DB08860,1
DB00752,DB00758,1
DB00252,DB05521,1
DB00307,DB01319,1
DB00181,DB01104,1
DB06723,DB09020,1
DB00434,DB00472,1
DB00368,DB01171,1
DB00421,DB00708,1
DB00484,DB00934,1
DB00399,DB06696,1
DB00783,DB00790,1
DB00557,DB00765,1
DB00657,DB00880,1
DB00181,DB00420,1
DB00120,DB01097,1
DB00450,DB00921,1
DB00331,DB00668,1
DB00673,DB01254,1
DB00687,DB09063,1
DB00844,DB01560,1
DB04855,DB06212,1
DB00835,DB09117,1
DB00186,DB00230,1
DB00959,DB06724,1
DB00320,DB08933,1
DB00233,DB00569,1
DB00422,DB00850,1
DB00294,DB01319,1
DB00273,DB01083,1
DB00248,DB00363,1
DB00864,DB01232,1
DB00328,DB00686,1
DB00206,DB09097,1
DB00176,DB01224,1
DB00477,DB01409,1
DB00875,DB01233,1
DB01200,DB09042,1
DB00277,DB00559,1
DB00227,DB06723,1
DB00390,DB01136,1
DB00177,DB08941,1
DB00163,DB06605,1
DB00561,DB00988,1
DB00537,DB09268,1
DB00749,DB03619,1
DB00867,DB06714,1
DB00186,DB00842,1
DB00622,DB08820,1
DB00206,DB08916,1
DB00420,DB05812,1
DB01175,DB08912,1
DB00294,DB01120,1
DB00370,DB01236,1
DB00607,DB09291,1
DB01238,DB01253,1
DB00208,DB00818,1
DB01590,DB08882,1
DB00187,DB00195,1
DB01211,DB04841,1
DB01041,DB01068,1
DB00834,DB01320,1
DB00211,DB00489,1
DB00215,DB00270,1
DB00682,DB06717,1
DB00206,DB00918,1
DB00413,DB00956,1
DB01320,DB06636,1
DB00370,DB00906,1
DB00366,DB00854,1
DB06207,DB08933,1
DB00660,DB09034,1
DB01623,DB06700,1
DB00246,DB01175,1
DB00285,DB01600,1
DB00391,DB00514,1
DB02703,DB06287,1
DB01190,DB09268,1
DB06153,DB08897,1
DB01357,DB09280,1
DB06153,DB09076,1
DB00661,DB01166,1
DB00565,DB00687,1
DB00648,DB00773,1
DB00540,DB00908,1
DB01200,DB08815,1
DB00401,DB00503,1
DB01100,DB01263,1
DB00593,DB05271,1
DB00337,DB00724,1
DB00588,DB01072,1
DB00603,DB00794,1
DB00289,DB00932,1
DB00014,DB00540,1
DB00366,DB00956,1
DB00248,DB00335,1
DB00334,DB00921,1
DB00523,DB01254,1
DB00567,DB01593,1
DB04842,DB04871,1
DB09054,DB09262,1
DB00734,DB00989,1
DB00780,DB00986,1
DB00921,DB08883,1
DB00569,DB00686,1
DB00163,DB00328,1
DB00176,DB00540,1
DB00279,DB00726,1
DB04817,DB09053,1
DB00401,DB00745,1
DB00503,DB01238,1
DB00412,DB08899,1
DB00163,DB08816,1
DB01320,DB11256,1
DB00273,DB00898,1
DB01174,DB01590,1
DB00294,DB00302,1
DB00346,DB09048,1
DB00999,DB01353,1
DB01167,DB06287,1
DB01149,DB09030,1
DB01359,DB09282,1
DB00384,DB00991,1
DB00425,DB00831,1
DB00700,DB01355,1
DB00919,DB01111,1
DB00780,DB00968,1
DB00934,DB09271,1
DB00268,DB00323,1
DB00816,DB01620,1
DB01601,DB03880,1
DB00337,DB01268,1
DB00653,DB09104,1
DB00476,DB09026,1
DB00957,DB01232,1
DB00382,DB04946,1
DB09042,DB09268,1
DB00412,DB08912,1
DB00193,DB00889,1
DB00555,DB05271,1
DB00734,DB01579,1
