d1,d2,type
DB00862,DB09242,1
DB00248,DB00960,1
DB01038,DB09042,1
DB01294,DB04272,1
DB00314,DB00803,1
DB00163,DB06605,1
DB05271,DB06204,1
DB00337,DB06636,1
DB01418,DB09063,1
DB00413,DB00652,1
DB04861,DB04868,1
DB01215,DB09034,1
DB00368,DB00935,1
DB00268,DB00295,1
DB06204,DB09300,1
DB00163,DB00945,1
DB00199,DB06228,1
DB00575,DB06204,1
DB00314,DB00955,1
DB01221,DB09034,1
DB01017,DB06282,1
DB00474,DB00996,1
DB00472,DB00501,1
DB01198,DB09073,1
DB00967,DB05271,1
DB01359,DB01392,1
DB01115,DB01210,1
DB00854,DB09117,1
DB00708,DB00808,1
DB00611,DB00899,1
DB01224,DB08883,1
DB00323,DB00715,1
DB00181,DB00909,1
DB00999,DB01016,1
DB00014,DB01263,1
DB00417,DB00688,1
DB09076,DB11181,1
DB00477,DB01238,1
DB00653,DB04946,1
DB00980,DB01264,1
DB00186,DB00996,1
DB00285,DB00500,1
DB01189,DB06201,1
DB00327,DB01021,1
DB00215,DB01614,1
DB00182,DB01247,1
DB00333,DB00508,1
DB00126,DB00717,1
DB00695,DB00734,1
DB00734,DB08882,1
DB00206,DB01403,1
DB00214,DB01274,1
DB04868,DB09079,1
DB00816,DB04861,1
DB00864,DB08865,1
DB00370,DB02703,1
DB06218,DB06791,1
DB00528,DB01397,1
DB03619,DB08816,1
DB00425,DB01045,1
DB00761,DB00950,1
DB00497,DB00619,1
DB00415,DB00479,1
DB00541,DB09039,1
DB00512,DB00565,1
DB00759,DB01060,1
DB00404,DB01320,1
DB00254,DB01174,1
DB01275,DB01355,1
DB00502,DB08820,1
DB00745,DB01193,1
DB00323,DB01171,1
DB00215,DB00358,1
DB01263,DB08816,1
DB00559,DB01076,1
DB00316,DB00398,1
DB00563,DB00586,1
DB08910,DB09034,1
DB00622,DB02703,1
DB00935,DB01579,1
DB00582,DB00641,1
DB00722,DB04884,1
DB00715,DB04837,1
DB00470,DB00867,1
DB01239,DB04844,1
DB00479,DB01050,1
DB00497,DB08883,1
DB00263,DB01120,1
DB06335,DB09048,1
DB00780,DB01278,1
DB00178,DB00806,1
DB00627,DB00641,1
DB00215,DB09119,1
DB00282,DB00814,1
DB01083,DB06527,1
DB00333,DB09073,1
DB00270,DB00976,1
DB00697,DB00783,1
DB00726,DB01392,1
DB00458,DB06204,1
DB01083,DB05246,1
DB00295,DB00606,1
DB00191,DB00321,1
DB00104,DB00373,1
DB00582,DB01355,1
DB00104,DB08903,1
DB00180,DB08899,1
DB00224,DB09071,1
DB00465,DB01050,1
DB00543,DB01356,1
DB00648,DB09065,1
DB02703,DB09082,1
DB01126,DB01264,1
DB00945,DB06813,1
DB01006,DB09274,1
DB00163,DB00554,1
DB00598,DB01576,1
DB01234,DB08864,1
DB00653,DB01427,1
DB00214,DB01337,1
DB00557,DB00625,1
DB01076,DB06414,1
DB00395,DB01017,1
DB00190,DB00246,1
DB00204,DB08873,1
DB00813,DB00834,1
DB00321,DB06711,1
DB00294,DB09065,1
DB00307,DB00490,1
DB00178,DB01395,1
DB00413,DB09117,1
DB00508,DB08918,1
DB00344,DB00501,1
DB00413,DB00660,1
DB00178,DB01356,1
DB00201,DB00368,1
DB00367,DB08912,1
DB00321,DB01356,1
DB00091,DB00220,1
DB00734,DB01171,1
DB00237,DB00603,1
DB00741,DB03793,1
DB01611,DB06708,1
DB00325,DB04841,1
DB00619,DB00864,1
DB00312,DB01210,1
DB00371,DB09034,1
DB00349,DB00997,1
DB00388,DB01364,1
DB00390,DB00677,1
DB00918,DB01233,1
DB00393,DB09054,1
DB00903,DB06204,1
DB00734,DB01367,1
DB00300,DB08976,1
DB00335,DB00422,1
DB00201,DB01021,1
DB01038,DB01168,1
DB00195,DB00734,1
DB01577,DB09080,1
DB01143,DB01340,1
DB00461,DB00569,1
DB00972,DB09076,1
DB05266,DB08931,1
DB00254,DB01604,1
DB00382,DB01176,1
DB00252,DB00959,1
DB01238,DB09401,1
DB01259,DB06480,1
DB00476,DB00524,1
DB00501,DB01263,1
DB00641,DB02703,1
DB00388,DB06701,1
DB01264,DB01320,1
DB00270,DB00564,1
DB00252,DB01589,1
DB00269,DB00569,1
DB00677,DB08931,1
DB01175,DB01618,1
DB01268,DB06695,1
DB00543,DB09271,1
DB00661,DB08931,1
DB00248,DB00780,1
DB01259,DB04905,1
DB00196,DB06237,1
DB00204,DB01167,1
DB01020,DB09282,1
DB00289,DB00932,1
DB00316,DB01418,1
DB00182,DB06723,1
DB00343,DB00661,1
DB00323,DB00714,1
DB01590,DB04876,1
DB00364,DB00908,1
DB06335,DB08912,1
DB00444,DB08933,1
DB00408,DB09117,1
DB01132,DB01609,1
DB00366,DB09071,1
DB00847,DB00863,1
DB00715,DB00829,1
DB00182,DB01064,1
DB00601,DB00938,1
DB01018,DB01232,1
DB00668,DB00937,1
DB00864,DB01005,1
DB00668,DB00945,1
DB00310,DB00794,1
DB00243,DB06414,1
DB00195,DB00457,1
DB00898,DB06690,1
DB00332,DB00588,1
DB00373,DB06709,1
DB00996,DB01390,1
DB00648,DB01115,1
DB00956,DB01069,1
DB00391,DB01104,1
DB00203,DB01026,1
DB01072,DB09071,1
DB00601,DB01242,1
DB01251,DB06791,1
DB00539,DB01201,1
DB00187,DB09082,1
DB00391,DB00924,1
DB00181,DB06216,1
DB00662,DB00898,1
DB00440,DB09477,1
DB00214,DB00734,1
DB00976,DB01181,1
DB00443,DB01124,1
DB01198,DB09034,1
DB00337,DB06603,1
DB00835,DB01579,1
DB00993,DB01418,1
DB00460,DB00573,1
DB00206,DB00543,1
DB00233,DB00974,1
DB00208,DB00679,1
DB06695,DB09030,1
DB01162,DB04884,1
DB01609,DB08910,1
DB00768,DB09117,1
DB00335,DB08868,1
DB00193,DB04884,1
DB00252,DB01020,1
DB00776,DB01083,1
DB00396,DB01394,1
DB00625,DB01320,1
DB00998,DB01178,1
DB00564,DB00957,1
DB00388,DB01620,1
DB00178,DB09292,1
DB00728,DB00919,1
DB00318,DB00363,1
DB00381,DB00752,1
DB01215,DB01403,1
DB01037,DB04884,1
DB00222,DB00246,1
DB00421,DB00921,1
DB00673,DB00860,1
DB00653,DB01133,1
DB00668,DB01365,1
DB00736,DB01166,1
DB00465,DB00500,1
DB00865,DB08820,1
DB00381,DB01065,1
DB06201,DB09118,1
DB01175,DB02703,1
DB01136,DB08976,1
DB00697,DB00956,1
DB00136,DB00741,1
DB00273,DB06282,1
DB00433,DB06724,1
DB00433,DB04844,1
DB00196,DB00976,1
DB00949,DB01351,1
DB00204,DB01195,1
DB09076,DB09555,1
DB00335,DB00476,1
DB00470,DB08815,1
DB00159,DB00498,1
DB00309,DB01232,1
DB00949,DB09072,1
DB01072,DB09102,1
DB06789,DB09048,1
DB00724,DB08895,1
DB01088,DB01418,1
DB00270,DB06717,1
DB00237,DB00972,1
DB00991,DB09026,1
DB06707,DB09273,1
DB00163,DB00974,1
DB00482,DB01395,1
DB00484,DB00898,1
DB00454,DB06201,1
DB01030,DB09102,1
DB01167,DB04855,1
DB01167,DB01395,1
DB05676,DB08931,1
DB00425,DB05246,1
DB00346,DB00700,1
DB00388,DB00588,1
DB01151,DB09072,1
DB00883,DB01353,1
DB00422,DB01063,1
DB01018,DB06218,1
DB00175,DB06724,1
DB00503,DB00700,1
DB00559,DB01129,1
DB00349,DB01041,1
DB00571,DB00989,1
DB00310,DB06203,1
DB00974,DB08918,1
DB00216,DB06290,1
DB00312,DB01197,1
DB01259,DB06207,1
DB00908,DB09128,1
DB00657,DB00684,1
DB00422,DB09026,1
DB00960,DB01353,1
DB00794,DB01624,1
DB00264,DB00390,1
DB00502,DB00784,1
DB01201,DB08815,1
DB01036,DB08873,1
DB00395,DB09280,1
DB00277,DB00690,1
DB00524,DB01353,1
DB00455,DB00661,1
DB00653,DB00813,1
DB00622,DB00758,1
DB00312,DB00949,1
DB00182,DB06799,1
DB00623,DB01409,1
DB00252,DB01320,1
DB09073,DB09143,1
DB00834,DB02703,1
DB00673,DB06589,1
DB01238,DB06717,1
DB00688,DB01147,1
DB00178,DB01392,1
DB00204,DB06708,1
DB00317,DB00615,1
DB00091,DB01024,1
DB00672,DB01261,1
DB01097,DB01206,1
DB00390,DB08877,1
DB00625,DB01115,1
DB00512,DB06696,1
DB00232,DB09220,1
DB08820,DB09063,1
DB00199,DB05521,1
DB00346,DB00542,1
DB00182,DB01144,1
DB00273,DB00477,1
DB01021,DB01591,1
DB00241,DB01577,1
DB00182,DB00316,1
DB00444,DB09118,1
DB00454,DB01239,1
DB00191,DB00561,1
DB09083,DB09118,1
DB00472,DB06704,1
DB00564,DB01223,1
DB00542,DB00862,1
DB00564,DB06616,1
DB00594,DB00945,1
DB00186,DB01100,1
DB00625,DB00884,1
DB01174,DB01234,1
DB00241,DB00379,1
DB00959,DB01201,1
DB00295,DB09117,1
DB00264,DB01158,1
DB00316,DB00653,1
DB00865,DB01624,1
DB00294,DB01319,1
DB00599,DB01119,1
DB00864,DB01656,1
DB08873,DB09074,1
DB01255,DB01624,1
DB01041,DB04946,1
DB00613,DB01023,1
DB00363,DB08907,1
DB01353,DB01359,1
DB00500,DB00569,1
DB00706,DB01203,1
DB00484,DB09300,1
DB00862,DB05521,1
DB04871,DB09128,1
DB00747,DB01021,1
DB00363,DB00387,1
DB01167,DB08439,1
DB00418,DB01173,1
DB01037,DB01224,1
DB00321,DB05039,1
DB01030,DB01118,1
DB00679,DB01579,1
DB00465,DB01207,1
DB06414,DB09074,1
DB00586,DB03619,1
DB00312,DB00413,1
DB04908,DB06616,1
DB00985,DB08883,1
DB00542,DB01590,1
DB00628,DB00752,1
DB00794,DB08881,1
DB00404,DB00653,1
DB01035,DB01264,1
DB00671,DB01418,1
DB01609,DB06594,1
DB06684,DB08873,1
DB00557,DB09034,1
DB00254,DB00415,1
DB01586,DB06723,1
DB01590,DB08893,1
DB00201,DB00594,1
DB00550,DB00682,1
DB01414,DB01418,1
DB00966,DB01355,1
DB00732,DB01627,1
DB00904,DB00924,1
DB00186,DB00575,1
DB01656,DB09330,1
DB00903,DB01418,1
DB01054,DB06724,1
DB00312,DB00633,1
DB01211,DB09166,1
DB02703,DB09401,1
DB00035,DB00333,1
DB00498,DB06695,1
DB00252,DB01232,1
DB00557,DB00813,1
DB00605,DB01275,1
DB00907,DB01365,1
DB00211,DB01288,1
DB01418,DB06605,1
DB00014,DB01165,1
DB00959,DB09067,1
DB00420,DB09117,1
DB00613,DB04938,1
DB01072,DB08867,1
DB00181,DB00201,1
DB00682,DB01208,1
DB00307,DB01118,1
DB00227,DB01072,1
DB00613,DB00641,1
DB00712,DB09211,1
DB00749,DB01296,1
DB01082,DB01330,1
DB00252,DB00290,1
DB00436,DB00794,1
DB00334,DB01255,1
DB00182,DB01390,1
DB01026,DB09063,1
DB00652,DB08883,1
DB00945,DB08907,1
DB00502,DB01609,1
DB00484,DB01351,1
DB00780,DB01576,1
DB00014,DB00270,1
DB00932,DB01026,1
DB00150,DB06684,1
DB00422,DB00695,1
DB00780,DB01119,1
DB00604,DB01319,1
DB00425,DB01623,1
DB01037,DB06707,1
DB00370,DB00427,1
DB00334,DB01104,1
DB00708,DB00972,1
DB00741,DB02901,1
DB00291,DB00864,1
DB00780,DB00819,1
DB00625,DB01589,1
DB00433,DB01021,1
DB00755,DB08895,1
DB00450,DB01174,1
DB00444,DB01097,1
DB00208,DB00675,1
DB00270,DB01337,1
DB00875,DB00918,1
DB00863,DB01066,1
DB00564,DB09073,1
DB00673,DB06636,1
DB00275,DB00476,1
DB00834,DB02901,1
DB01069,DB01233,1
DB00660,DB09072,1
DB00136,DB00653,1
DB00594,DB00956,1
DB00252,DB00582,1
DB00422,DB01577,1
DB00726,DB01609,1
DB00468,DB00872,1
DB01029,DB01238,1
DB00425,DB00794,1
DB06413,DB08912,1
DB00476,DB00543,1
DB00903,DB01143,1
DB09063,DB09074,1
DB00623,DB01017,1
DB00653,DB01069,1
DB01397,DB06813,1
DB00418,DB01142,1
DB01591,DB08820,1
DB00752,DB00813,1
DB00176,DB00767,1
DB00274,DB01418,1
DB01002,DB01149,1
DB00932,DB00946,1
DB00865,DB01100,1
DB00204,DB00983,1
DB00872,DB09073,1
DB00839,DB06203,1
DB00802,DB05271,1
DB00715,DB04884,1
DB00822,DB01236,1
DB01021,DB06702,1
DB00358,DB08820,1
DB00342,DB08873,1
DB00232,DB08882,1
DB00623,DB08918,1
DB00420,DB01200,1
DB00266,DB06700,1
DB00371,DB00413,1
DB00794,DB06401,1
DB00437,DB00524,1
DB00397,DB06707,1
DB01590,DB09065,1
DB00460,DB01059,1
DB00677,DB00864,1
DB00752,DB04896,1
DB00501,DB04905,1
DB00468,DB01390,1
DB00334,DB00697,1
DB00612,DB00734,1
DB00206,DB01143,1
DB00418,DB00584,1
DB00418,DB01244,1
DB00159,DB00991,1
DB00784,DB00919,1
DB05109,DB09054,1
DB00820,DB02703,1
DB01162,DB09282,1
DB00661,DB09074,1
DB01210,DB06218,1
DB00384,DB00966,1
DB00603,DB08867,1
DB01224,DB09118,1
DB00258,DB06824,1
DB00201,DB09118,1
DB00569,DB01395,1
DB00422,DB01407,1
DB00196,DB00559,1
DB00857,DB01045,1
DB00080,DB08860,1
DB00363,DB00470,1
DB00413,DB00454,1
DB00409,DB00752,1
DB00177,DB01355,1
DB00864,DB01050,1
DB00248,DB01178,1
DB00176,DB06708,1
DB00468,DB00692,1
DB00490,DB09068,1
DB00315,DB01178,1
DB00834,DB08903,1
DB00715,DB00967,1
DB00393,DB01397,1
DB00193,DB00972,1
DB00565,DB01035,1
DB00660,DB01017,1
DB00615,DB04855,1
DB00850,DB01247,1
DB00641,DB01254,1
DB00569,DB09075,1
DB08820,DB09073,1
DB00393,DB01119,1
DB00165,DB01355,1
DB01440,DB01489,1
DB00557,DB01623,1
DB01320,DB09101,1
DB00243,DB06616,1
DB00575,DB08877,1
DB00187,DB01354,1
DB01211,DB09128,1
DB01021,DB01234,1
DB00332,DB01409,1
DB00900,DB01059,1
DB00543,DB06201,1
DB00332,DB01623,1
DB00575,DB01244,1
DB00798,DB00861,1
DB00854,DB04831,1
DB00834,DB01238,1
DB01203,DB08882,1
DB00408,DB00924,1
DB00166,DB01132,1
DB00409,DB01171,1
DB00382,DB00424,1
DB00559,DB00678,1
DB00169,DB01418,1
DB01253,DB05521,1
DB00241,DB00653,1
DB00295,DB00748,1
DB00182,DB00813,1
DB00283,DB08893,1
DB01320,DB06708,1
DB00218,DB06724,1
DB06616,DB06723,1
DB00834,DB01182,1
DB00932,DB01319,1
DB00207,DB00266,1
DB00582,DB00862,1
DB00193,DB04946,1
DB00946,DB01050,1
DB00486,DB00557,1
DB01365,DB06706,1
DB00648,DB04908,1
DB00332,DB06711,1
DB00181,DB00318,1
DB00559,DB01264,1
DB00486,DB08815,1
DB00346,DB06714,1
DB00726,DB00956,1
DB00692,DB01023,1
DB00455,DB09280,1
DB00231,DB00366,1
DB00503,DB01395,1
DB00252,DB06212,1
DB00214,DB01132,1
DB00912,DB01238,1
DB00503,DB01229,1
DB00206,DB00468,1
DB00191,DB00723,1
DB00598,DB00935,1
DB00741,DB01232,1
DB00672,DB01418,1
DB00540,DB09220,1
DB00214,DB08912,1
DB00514,DB01171,1
DB00300,DB00479,1
DB00014,DB00199,1
DB00409,DB01576,1
DB06715,DB09293,1
DB00363,DB01489,1
DB00214,DB09118,1
DB00648,DB01234,1
DB00776,DB01238,1
DB00625,DB01045,1
DB00252,DB05521,1
DB00332,DB01151,1
DB00933,DB01579,1
DB00381,DB00607,1
DB00461,DB00498,1
DB01256,DB09065,1
DB00988,DB05039,1
DB00356,DB00951,1
DB00877,DB06203,1
DB08882,DB09009,1
DB00503,DB08932,1
DB01118,DB04908,1
DB01017,DB09072,1
DB01288,DB09271,1
DB00758,DB05812,1
DB00726,DB06148,1
DB00312,DB00384,1
DB00454,DB00501,1
DB00682,DB00775,1
DB00673,DB08933,1
DB01174,DB01609,1
DB00341,DB01409,1
DB01163,DB01172,1
DB01211,DB01254,1
DB00437,DB00691,1
DB00598,DB01291,1
DB00649,DB00900,1
DB00254,DB01163,1
DB00898,DB01203,1
DB00938,DB02703,1
DB00215,DB00673,1
DB00555,DB00625,1
DB06335,DB08820,1
DB00343,DB00393,1
DB00204,DB00477,1
DB00006,DB06228,1
DB01098,DB01232,1
DB00949,DB08820,1
DB00530,DB06717,1
DB00295,DB09072,1
DB00268,DB00842,1
DB00834,DB06663,1
DB00820,DB00925,1
DB00606,DB00802,1
DB00363,DB00398,1
DB00252,DB05294,1
DB00320,DB00420,1
DB00220,DB00307,1
DB00605,DB00686,1
DB00408,DB00422,1
DB00384,DB00584,1
DB00989,DB01233,1
DB00234,DB06704,1
DB00366,DB01018,1
DB00482,DB01082,1
DB00317,DB00472,1
DB01192,DB09290,1
DB00945,DB06292,1
DB00344,DB05812,1
DB00176,DB00434,1
DB00284,DB00715,1
DB00440,DB09063,1
DB00608,DB08820,1
DB00470,DB01556,1
DB00333,DB00819,1
DB00794,DB06616,1
DB01397,DB01427,1
DB00851,DB04839,1
DB00341,DB00470,1
DB00715,DB00880,1
DB01377,DB01427,1
DB00601,DB00933,1
DB01181,DB01589,1
DB00341,DB00715,1
DB00907,DB01238,1
DB00349,DB00921,1
DB00199,DB00641,1
DB00263,DB00277,1
DB00695,DB09083,1
DB00554,DB06228,1
DB00571,DB00734,1
DB00816,DB06704,1
DB00366,DB00423,1
DB00909,DB01403,1
DB00564,DB00820,1
DB01120,DB01234,1
DB00734,DB01069,1
DB00673,DB00907,1
DB00412,DB00755,1
DB00503,DB00860,1
DB08882,DB09128,1
DB01167,DB08912,1
DB00006,DB04865,1
DB00470,DB00582,1
DB00390,DB01263,1
DB01098,DB02703,1
DB01214,DB08896,1
DB00887,DB09083,1
DB00474,DB01021,1
DB00321,DB00682,1
DB08899,DB09401,1
DB00193,DB00450,1
DB00437,DB01033,1
DB00508,DB01104,1
DB00254,DB06724,1
DB00346,DB00521,1
DB00440,DB01043,1
DB00163,DB08816,1
DB00104,DB08907,1
DB00331,DB02546,1
DB00584,DB00780,1
DB00014,DB08865,1
DB01023,DB09118,1
DB06212,DB06636,1
DB00502,DB09073,1
DB00310,DB00956,1
DB01198,DB02703,1
DB00598,DB01255,1
DB00884,DB01174,1
DB00502,DB06148,1
DB00780,DB06707,1
DB01059,DB09268,1
DB00648,DB09291,1
